Timestamp,Airport,Timezone,DirInten,Visibility,Weather0,Weather1,CG0,CG1,CG2,TTD,Pressure,ReraRets
2011062523,SBKG,252300Z,14008KT,9999,na,na,SCT020,na,na,23/20,Q1016,NULL
2011062500,SBKG,250000Z,17005KT,CAVOK,na,na,na,na,na,22/19,Q1016,NULL
2011062501,SBKG,250100Z,15003KT,CAVOK,na,na,na,na,na,21/19,Q1016,NULL
2011062502,SBKG,250200Z,16004KT,9999,na,na,FEW036,na,na,20/19,Q1016,NULL
2011062503,SBKG,250300Z,16005KT,9999,na,na,SCT034,na,na,21/18,Q1016,NULL
2011062509,SBKG,250915Z,18003KT,CAVOK,na,na,na,na,na,20/18,Q1016,NULL
2011062510,SBKG,251000Z,23004KT,CAVOK,na,na,na,na,na,22/18,Q1017,NULL
2011062511,SBKG,251100Z,23007KT,9999,na,na,SCT017,SCT028,na,24/18,Q1017,NULL
2011062512,SBKG,251200Z,21008KT,9999,na,na,BKN019,na,na,26/19,Q1017,NULL
2011062513,SBKG,251300Z,22007KT,9999,na,na,BKN021,na,na,26/19,Q1017,NULL
2011062514,SBKG,251400Z,22008KT,9999,na,na,BKN027,na,na,27/19,Q1016,NULL
2011062515,SBKG,251500Z,21009KT,9999,na,na,BKN033,na,na,27/18,Q1016,NULL
2011062516,SBKG,251600Z,19007KT,9999,na,na,BKN030,na,na,27/19,Q1015,NULL
2011062517,SBKG,251700Z,15008KT,9999,na,na,BKN030,na,na,27/19,Q1014,NULL
2011062518,SBKG,251800Z,14008KT,9999,na,na,BKN030,na,na,27/19,Q1014,NULL
2011062519,SBKG,251900Z,14007KT,9999,na,na,BKN030,na,na,26/20,Q1014,NULL
2011062520,SBKG,252000Z,12005KT,9999,na,na,BKN020,na,na,24/19,Q1014,NULL
2011062521,SBKG,252100Z,14006KT,9999,na,na,SCT020,na,na,23/20,Q1015,NULL
2011062522,SBKG,252200Z,14007KT,9999,na,na,SCT020,na,na,23/19,Q1016,NULL
2011062523,SBKG,252300Z,14008KT,9999,na,na,SCT020,na,na,23/20,Q1016,NULL
2011062600,SBKG,260000Z,16007KT,9999,na,na,SCT020,na,na,22/20,Q1017,NULL
2011062701,SBKG,270100Z,12006KT,9999,na,na,BKN020,na,na,21/19,Q1017,NULL
2011062702,SBKG,270200Z,11006KT,9999,na,na,SCT030,na,na,21/19,Q1017,NULL
2011062703,SBKG,270300Z,11004KT,9999,na,na,FEW020,na,na,20/19,Q1017,NULL
2011062709,SBKG,270915Z,27001KT,9999,na,na,SCT010,SCT015,na,20/19,Q1016,NULL
2011062710,SBKG,271000Z,27002KT,9999,na,na,FEW010,BKN015,na,21/20,Q1017,NULL
2011062711,SBKG,271100Z,22005KT,9999,na,na,BKN018,na,na,25/19,Q1017,NULL
2011062712,SBKG,271200Z,20006KT,9999,na,na,SCT020,na,na,27/20,Q1018,NULL
2011062713,SBKG,271300Z,15006KT,9999,na,na,SCT025,na,na,26/19,Q1018,NULL
2011062714,SBKG,271400Z,18007KT,9999,na,na,BKN026,na,na,26/19,Q1017,NULL
2011062715,SBKG,271500Z,14010KT,9999,na,na,BKN026,na,na,27/20,Q1016,NULL
2011062716,SBKG,271600Z,09006KT,9999,na,na,BKN025,na,na,29/20,Q1015,NULL
2011062717,SBKG,271700Z,13005KT,9999,na,na,SCT025,SCT070,na,29/19,Q1015,NULL
2011062718,SBKG,271800Z,10007KT,9999,na,na,BKN027,na,na,27/19,Q1014,NULL
2011062719,SBKG,271900Z,09010KT,9999,na,na,BKN020,na,na,25/20,Q1015,NULL
2011062720,SBKG,272000Z,09009KT,6000,na,na,SCT010,BKN015,na,22/21,Q1015,NULL
2011062721,SBKG,272100Z,09007KT,7000,na,na,SCT008,BKN015,na,22/20,Q1016,NULL
2011062722,SBKG,272200Z,11005KT,9999,na,na,BKN015,SCT034,na,21/20,Q1016,NULL
2011062723,SBKG,272300Z,07002KT,9999,na,na,FEW014,na,na,21/20,Q1016,NULL
2011062800,SBKG,280000Z,11003KT,9999,na,na,BKN040,na,na,21/20,Q1017,NULL
2011062801,SBKG,280100Z,10002KT,9999,na,na,FEW040,na,na,21/20,Q1017,NULL
2011062802,SBKG,280200Z,12002KT,9999,na,na,FEW042,na,na,21/20,Q1017,NULL
2011062803,SBKG,280300Z,07001KT,9999,na,na,SCT038,na,na,21/20,Q1016,NULL
2011062809,SBKG,280915Z,21002KT,7000,na,na,FEW003,SCT012,BKN020,21/20,Q1016,NULL
2011062810,SBKG,281000Z,18004KT,9999,na,na,SCT012,BKN020,na,21/20,Q1017,NULL
2011062811,SBKG,281100Z,18004KT,9999,na,na,BKN030,na,na,24/21,Q1017,NULL
2011062812,SBKG,281200Z,18006KT,9999,na,na,BKN020,SCT080,na,27/21,Q1018,NULL
2011062813,SBKG,281300Z,17006KT,9999,na,na,SCT016,BKN024,na,25/20,Q1018,NULL
2011062814,SBKG,281400Z,17006KT,9999,na,na,BKN018,BKN070,na,26/20,Q1017,NULL
2011062815,SBKG,281500Z,08004KT,9999,na,na,BKN020,na,na,26/21,Q1016,NULL
2011062816,SBKG,281600Z,13005KT,9999,na,na,BKN025,na,na,27/19,Q1015,NULL
2011062817,SBKG,281700Z,16004KT,9999,na,na,BKN025,na,na,28/19,Q1014,NULL
2011062818,SBKG,281800Z,09003KT,9999,na,na,SCT030,na,na,28/21,Q1014,NULL
2011062819,SBKG,281900Z,10005KT,9999,na,na,FEW030,na,na,27/21,Q1014,NULL
2011062820,SBKG,282000Z,10003KT,9999,na,na,FEW030,na,na,26/21,Q1014,NULL
2011062821,SBKG,282100Z,09005KT,9999,na,na,FEW030,na,na,24/22,Q1015,NULL
2011062822,SBKG,282200Z,11005KT,9999,na,na,SCT015,na,na,23/21,Q1015,NULL
2011062823,SBKG,282300Z,12005KT,9999,na,na,SCT011,BKN020,na,23/22,Q1016,NULL
2011062900,SBKG,290000Z,11005KT,8000,na,na,SCT007,BKN016,na,23/22,Q1016,NULL
2011062901,SBKG,290100Z,12004KT,7000,na,na,SCT012,BKN018,na,22/22,Q1016,NULL
2011062902,SBKG,290200Z,14004KT,9999,na,na,BKN015,na,na,22/21,Q1016,NULL
2011062903,SBKG,290300Z,17005KT,9999,na,na,BKN015,na,na,22/21,Q1016,NULL
2011062909,SBKG,290915Z,20004KT,3000,-RA,na,BKN010,BKN015,na,19/17,Q1017,NULL
2011062909,SBKG,290930Z,25006KT,5000,BR,na,SCT010,BKN015,na,18/17,Q1016,NULL
2011062910,SBKG,291000Z,27004KT,6000,na,na,SCT015,BKN018,na,18/16,Q1017,NULL
2011062911,SBKG,291100Z,25002KT,9999,na,na,SCT018,BKN080,na,21/18,Q1018,NULL
2011062912,SBKG,291200Z,21006KT,9999,na,na,BKN018,BKN080,na,24/20,Q1018,NULL
2011062913,SBKG,291300Z,22008KT,9999,na,na,SCT020,SCT100,na,26/20,Q1017,NULL
2011062914,SBKG,291400Z,20010KT,9999,na,na,BKN018,BKN080,na,24/20,Q1017,NULL
2011062915,SBKG,291500Z,18007KT,9999,na,na,SCT015,BKN020,BKN080,25/20,Q1016,NULL
2011062916,SBKG,291600Z,21007KT,9999,na,na,BKN023,BKN080,na,27/20,Q1016,NULL
2011062917,SBKG,291700Z,20006KT,8000,na,na,SCT015,BKN019,BKN080,23/20,Q1015,NULL
2011062917,SBKG,291710Z,19009KT,4000,-RA,na,SCT012,BKN018,BKN080,23/21,Q1015,NULL
2011062918,SBKG,291800Z,14004KT,3000,RA,BR,SCT004,BKN012,SCT025TCU,22/21,Q1015,NULL
2011062919,SBKG,291900Z,12005KT,3000,-RA,BR,SCT008,BKN022,BKN080,22/21,Q1015,NULL
2011062920,SBKG,292000Z,13003KT,5000,BR,na,SCT010,SCT021,BKN080,21/21,Q1015,NULL
2011062921,SBKG,292100Z,16001KT,5000,-RA,BR,SCT012,BKN020,BKN080,21/21,Q1016,NULL
2011062922,SBKG,292200Z,14006KT,5000,-RA,BR,SCT006,BKN010,BKN015,21/21,Q1016,NULL
2011062923,SBKG,292300Z,14004KT,5000,BR,na,SCT004,BKN010,BKN015,21/21,Q1017,NULL
2011063000,SBKG,300000Z,14003KT,5000,BR,na,SCT006,BKN010,BKN015,21/21,Q1017,NULL
2011063001,SBKG,300100Z,13003KT,5000,BR,na,SCT006,BKN010,BKN015,21/21,Q1017,NULL
2011063002,SBKG,300200Z,16004KT,9999,na,na,SCT010,BKN015,na,21/20,Q1016,NULL
2011063003,SBKG,300300Z,15001KT,9999,na,na,SCT010,BKN015,na,20/20,Q1016,NULL
2011063009,SBKG,300915Z,17004KT,9999,na,na,SCT015,na,na,21/20,Q1016,NULL
2011063010,SBKG,301000Z,17006KT,9999,na,na,FEW013,SCT015,na,22/21,Q1017,NULL
2011063011,SBKG,301100Z,16010KT,9999,na,na,SCT016,SCT021,na,24/20,Q1017,NULL
2011063012,SBKG,301200Z,17010KT,9999,na,na,FEW014,BKN018,na,25/20,Q1018,NULL
2011063013,SBKG,301300Z,18010KT,9999,na,na,SCT018,BKN028,na,24/21,Q1018,NULL
2011063014,SBKG,301400Z,17011KT,9999,na,na,SCT028,FEW030TCU,na,27/21,Q1017,NULL
2011063015,SBKG,301500Z,18013KT,9999,na,na,FEW028,SCT090,na,27/21,Q1016,NULL
2011063016,SBKG,301600Z,17011KT,9999,na,na,SCT028,SCT090,na,27/20,Q1016,NULL
2011063017,SBKG,301700Z,16011KT,9999,na,na,SCT030,na,na,28/20,Q1015,NULL
2011063018,SBKG,301800Z,17012KT,9999,na,na,SCT030,na,na,28/19,Q1014,NULL
2011063019,SBKG,301900Z,16010KT,9999,na,na,SCT030,na,na,26/19,Q1014,NULL
2011063020,SBKG,302000Z,16010KT,9999,na,na,FEW025,na,na,24/19,Q1015,NULL
2011063021,SBKG,302100Z,16007KT,9999,na,na,FEW020,na,na,22/19,Q1015,NULL
2011063022,SBKG,302200Z,11002KT,9999,na,na,SCT025,na,na,22/19,Q1016,NULL
2011063023,SBKG,302300Z,12005KT,CAVOK,na,na,na,na,na,21/18,Q1016,NULL
